uniprot	gene
Q9UFE4	CCDC39
P55160	NCKAP1L
Q9GZV4	EIF5A2
O43422	THAP12
Q8N8F6	YIPF7
Q9BY50	SEC11C
A6NF01	POM121B
P11215	ITGAM
A8MXY4	ZNF99
P41221	WNT5A
Q5SYE7	NHSL1
Q7Z6L0	PRRT2
Q8WVD3	RNF138
Q9HCS4	TCF7L1
Q5XKR9	FAM104B
P02549	SPTA1
Q9Y3B8	REXO2
P49915	GMPS
Q8NFN8	GPR156
O94911	ABCA8
C9JDV5	C12orf77
P34931	HSPA1L
Q9Y6B2	EID1
Q0D2I5	IFFO1
A8MV24	C17orf98
O75306	NDUFS2
Q8N8R5	C2orf69
Q9ULM6	CNOT6
Q9Y3B6	EMC9
Q15382	RHEB
Q9P2T0	THEG
Q5T1J6	FAM182A
Q96DR7	ARHGEF26
Q6MZZ7	CAPN13
P18463	HLA-B
Q9NZL6	RGL1
P15498	VAV1
Q32M84	BTBD16
P09093	CELA3A
P30486	HLA-B
P61020	RAB5B
Q6UWW0	LCN15
Q9UDX5	MTFP1
Q9BV47	DUSP26
Q12778	FOXO1
Q13177	PAK2
Q5TGL8	PXDC1
Q8N8E2	ZNF513
O60266	ADCY3
O76070	SNCG
P09496	CLTA
Q6QHC5	DEGS2
O15078	CEP290
Q8WYQ5	DGCR8
P0CG43	FAM157C
Q5BJE1	CCDC178
P40967	PMEL
Q96EV8	DTNBP1
P35212	GJA4
Q16630	CPSF6
P07988	SFTPB
Q9NYW3	TAS2R7
P03891	MT-ND2
Q8IVA1	PCP2
Q8TCU5	GRIN3A
P28676	GCA
O14827	RASGRF2
A6NJW9	CD8B2
A6NIJ9	OR6C70
Q8NGN3	OR10G4
Q9H346	OR52D1
Q16854	DGUOK
Q8NC96	NECAP1
Q92185	ST8SIA1
Q9UF56	FBXL17
P02689	PMP2
Q8IY67	RAVER1
O43435	TBX1
Q9UBD3	XCL2
O94777	DPM2
O95070	YIF1A
O95544	NADK
Q12857	NFIA
Q8NDL9	AGBL5
Q9Y3C7	MED31
P43627	KIR2DL2
Q9NYT0	PLEK2
Q71RC9	SMIM5
Q99741	CDC6
Q96LB9	PGLYRP3
P33778	H2BC3
Q8TF46	DIS3L
O00165	HAX1
Q3SX64	ODF3L2
Q9H310	RHBG
Q96FE7	PIK3IP1
P32970	CD70
Q13263	TRIM28
Q8WWY7	WFDC12
Q13153	PAK1
Q14534	SQLE
Q9Y2D9	ZNF652
P07195	LDHB
Q6ZWH5	NEK10
B2RUZ4	SMIM1
H0Y354	FAM72C
Q9NYY3	PLK2
Q92915	FGF14
O15091	PRORP
Q494R4	CCDC153
Q08708	CD300C
Q496M5	PLK5
Q9UL42	PNMA2
P22557	ALAS2
O75556	SCGB2A1
Q969K7	TMEM54
P22760	AADAC
A8MT69	CENPX
P54198	HIRA
Q9NQG1	MANBAL
Q13435	SF3B2
Q14680	MELK
A0A0C4DH39	IGHV1-58
Q4G0M1	ERFE
Q9UNQ2	DIMT1
Q13326	SGCG
Q96IU2	ZBED3
Q86TJ5	ZNF554
C9J442	C22orf46
A1L4L8	PLAC8L1
P35557	GCK
Q96KD3	FAM71F1
Q9NZP5	OR5AC2
Q7Z4N8	P4HA3
Q969N2	PIGT
P09525	ANXA4
Q13683	ITGA7
Q9BZE2	PUS3
Q9NSA3	CTNNBIP1
P49619	DGKG
Q96FM1	PGAP3
Q02543	RPL18A
P0CG01	GKN3P
Q9HBW9	ADGRL4
P01817	IGHV2-5
P24468	NR2F2
Q99502	EYA1
Q8IWL3	HSCB
Q13310	PABPC4
Q9BRU9	UTP23
A0A075B6K2	IGLV3-12
Q9H813	PACC1
Q6Y1H2	HACD2
Q8IUY3	GRAMD2A
Q8NEW0	SLC30A7
Q96M95	CCDC42
Q9BZ19	ANKRD60
I3L1I5	ARHGEF18
Q495B1	ANKDD1A
Q9HCE6	ARHGEF10L
Q9UJA9	ENPP5
Q13535	ATR
O15381	NVL
Q9UMS4	PRPF19
Q9UMX5	NENF
Q9H426	RIMS4
Q9BYV6	TRIM55
Q9UQF0	ERVW-1
Q8N6F8	METTL27
Q9Y385	UBE2J1
O75629	CREG1
Q9BZQ2	SHCBP1L
Q96KX2	CAPZA3
P07498	CSN3
Q5TA76	LCE3A
Q03923	ZNF85
Q9NR63	CYP26B1
Q580R0	C2orf27A
Q580R0	CDRT15P3
O60284	ST18
Q8WZ69	C11orf40
Q14161	GIT2
Q14585	ZNF345
Q9UBV7	B4GALT7
Q9Y6A1	POMT1
A0A0J9YXA8	TRBJ1-1
C9JLJ4	USP17L13
Q3ZCX4	ZNF568
Q7Z7H3	CATIP
P82932	MRPS6
Q9Y471	CMAHP
Q9UBX2	DUX4
Q9P127	LUZP4
O75367	MACROH2A1
A0A1B0GUC4	MYOCOS
Q96KC2	ARL5B
Q67FW5	B3GNTL1
Q96Q80	DERL3
P18847	ATF3
Q5TGI0	FAXC
Q8N4P3	HDDC3
Q9Y4K0	LOXL2
P35269	GTF2F1
P50225	SULT1A1
P13497	BMP1
Q96A61	TRIM52
Q17RS7	GEN1
Q7Z6V5	ADAT2
Q5FWF7	FBXO48
Q9UI42	CPA4
Q99584	S100A13
Q7L8A9	VASH1
Q07627	KRTAP1-1
Q9BYQ6	KRTAP4-11
Q96R69	OR4F4
P49755	TMED10
A5PL33	KRBA1
P16083	NQO2
Q567V2	MPV17L2
Q15361	TTF1
A6NEH8	ZNF503-AS2
Q96KN8	PLAAT5
Q15334	LLGL1
Q5VZ52	MORN5
Q9GZM8	NDEL1
P0CG30	GSTT2B
P61970	NUTF2
Q6P1W5	C1orf94
Q8TEQ6	GEMIN5
Q96MA1	DMRTB1
O95371	OR2C1
Q9BZZ5	API5
O14926	FSCN2
Q96KB5	PBK
Q9HD43	PTPRH
Q8TEW8	PARD3B
Q8IYL2	TRMT44
Q8N335	GPD1L
Q9NZU7	CABP1
Q0VDF9	HSPA14
O75323	NIPSNAP2
Q9H269	VPS16
Q9BRT6	LLPH
Q99676	ZNF184
Q8NAF0	ZNF579
Q6UWS5	PET117
Q14011	CIRBP
P35346	SSTR5
Q8IZF7	ADGRF2
Q6KF10	GDF6
P08709	F7
Q9H106	SIRPD
P33527	ABCC1
Q14563	SEMA3A
Q96EH3	MALSU1
Q14145	KEAP1
Q8N9L1	ZIC4
Q6P179	ERAP2
Q6UWB1	IL27RA
P12271	RLBP1
Q96P63	SERPINB12
Q9HCN3	PGAP6
A0A1B0GUA9	C13orf46
Q6UXG2	ELAPOR1
Q8N387	MUC15
Q96TC7	RMDN3
Q9Y2Z9	COQ6
A6NCM1	IQCA1L
Q9UGN4	CD300A
Q9H993	ARMT1
O95926	SYF2
Q9P2W6	C11orf21
Q8WZ74	CTTNBP2
Q86Y37	CACUL1
P09681	GIP
Q96P70	IPO9
Q8N9Z9	LMNTD1
F2Z3M2	LINC02876
Q5JX69	FAM209B
P01833	PIGR
Q6IMI6	SULT1C3
Q9NVR7	TBCCD1
A6NJG6	ARGFX
Q04656	ATP7A
Q6ZP80	TMEM182
Q12931	TRAP1
Q9UL40	ZNF346
Q9Y6X8	ZHX2
Q9UQK1	PPP1R3C
Q9Y644	RFNG
O75128	COBL
Q9BUX1	CHAC1
Q8N428	GALNT16
Q15543	TAF13
Q02246	CNTN2
Q96AQ9	FAM131C
Q5VUD6	DIPK1B
O75716	STK16
Q9P232	CNTN3
Q96PE3	INPP4A
Q9Y5Y4	PTGDR2
Q71UI9	H2AZ2
Q6ZMH5	SLC39A5
O43818	RRP9
Q5T0J7	TEX35
Q8N3P4	VPS8
Q9BUK0	CHCHD7
Q96R27	OR2M4
P55201	BRPF1
O60938	KERA
Q9H5F2	C11orf1
O15034	RIMBP2
Q9NS71	GKN1
O60225	SSX5
Q53TS8	C2CD6
Q6ZV29	PNPLA7
O75200	NPIPB7
A6NCS4	NKX2-6
Q86UU5	GGN
O60749	SNX2
Q9BXL8	CDCA4
Q9BRK4	LZTS2
P51570	GALK1
O14593	RFXANK
A6NGC4	TLCD2
Q13133	NR1H3
Q9Y2T1	AXIN2
Q6GMV2	SMYD5
Q8NI51	CTCFL
Q9BZJ6	GPR63
Q86XP3	DDX42
Q8NGL3	OR5D14
O15519	CFLAR
Q96I23	PYURF
Q9GZU8	PSME3IP1
D3W0D1	KLRF2
Q96DS6	MS4A6E
Q96P68	OXGR1
Q5TAG4	NBPF12
Q96HN2	AHCYL2
Q969S2	NEIL2
P62952	BLCAP
Q7Z3Z4	PIWIL4
P01589	IL2RA
P59052	B3GALT5-AS1
Q03701	CEBPZ
P78412	IRX6
Q96F05	C11orf24
P18510	IL1RN
Q8NB59	SYT14
Q9Y2W2	WBP11
Q9UJ71	CD207
P01912	HLA-DRB1
P28161	GSTM2
P0DPF3	NBPF9
O00566	MPHOSPH10
P06681	C2
Q9H1C3	GLT8D2
Q9Y3Y2	CHTOP
Q9Y248	GINS2
Q96DW6	SLC25A38
Q96FV9	THOC1
Q8IXW0	LMNTD2
P10319	HLA-B
Q9UJ94	LINC00527
O43653	PSCA
Q15843	NEDD8
Q96NX5	CAMK1G
P08243	ASNS
Q9BXW6	OSBPL1A
Q96KW9	SPACA7
Q9NS93	TM7SF3
A5D8V6	VPS37C
Q9Y2I6	NINL
O00750	PIK3C2B
Q5T752	LCE1D
P01344	IGF2
P30559	OXTR
C9JDP6	CLDN25
P22612	PRKACG
O75459	PAGE1
Q13765	NACA
A6NE01	FAM186A
Q15436	SEC23A
Q9H8M5	CNNM2
A0A0B4J2D9	IGKV1D-13
Q96N53	LINC00167
Q8N6D2	RNF182
P17014	ZNF12
Q8NCT3	KIAA0895
Q16512	PKN1
Q86VH4	LRRTM4
A6NER3	GAGE12J
Q6ZRY4	RBPMS2
Q9NPC2	KCNK9
Q9Y4F4	TOGARAM1
Q9UI43	MRM2
O75569	PRKRA
Q9BTW9	TBCD
P0CJ79	ZNF888
Q9UHX1	PUF60
Q96PF2	TSSK2
P32243	OTX2
Q8IXZ2	ZC3H3
O94907	DKK1
Q53EV4	LRRC23
O95236	APOL3
P48549	KCNJ3
Q9HAW0	BRF2
Q13608	PEX6
Q5H9E4	SLC25A53
Q13485	SMAD4
Q9Y274	ST3GAL6
Q9HCS7	XAB2
Q96E93	KLRG1
Q8N0Z2	ABRA
O43414	ERI3
P10176	COX8A
Q8N2A0	LINC00269
Q15070	OXA1L
Q9UBM1	PEMT
Q9BW62	KATNAL1
P21453	S1PR1
P05155	SERPING1
P45381	ASPA
Q9H596	DUSP21
O75182	SIN3B
O43556	SGCE
Q2VIQ3	KIF4B
O76094	SRP72
O14905	WNT9B
O76087	GAGE7
P24593	IGFBP5
Q9H3S1	SEMA4A
Q69YW2	STUM
P60827	C1QTNF8
P48741	HSPA7
Q8N4K4	RPRML
Q6SPF0	SAMD1
Q9GZW8	MS4A7
P01733	TRBV12-3
Q9Y3A2	UTP11
Q9UKQ2	ADAM28
Q8WXJ9	ASB17
Q8IV48	ERI1
Q13362	PPP2R5C
Q9P2N4	ADAMTS9
P54852	EMP3
Q9NWS8	RMND1
P08571	CD14
P55259	GP2
Q16890	TPD52L1
Q86SU0	ILDR1
Q14146	URB2
Q96PT3	DUX5
P02808	STATH
Q9UGQ3	SLC2A6
Q9NZB8	MOCS1
Q69YH5	CDCA2
Q12830	BPTF
Q9H339	OR51B5
Q9Y2L5	TRAPPC8
Q15274	QPRT
Q9Y6S9	RPS6KL1
Q8TF08	COX7B2
Q99445	GML
Q5M9N0	CCDC158
Q5VZV1	METTL21C
Q96PB8	LRRC3B
Q7L190	DPPA4
Q8N4S7	PAQR4
Q9Y271	CYSLTR1
Q5UIP0	RIF1
Q96LT9	RNPC3
Q7Z7J5	DPPA2
P0CJ76	MTRNR2L9
O75956	CDK2AP2
Q96K78	ADGRG7
Q07001	CHRND
Q5J8M3	EMC4
P52292	KPNA2
Q16769	QPCT
P59190	RAB15
P04156	PRNP
Q0VAA2	LRRC74A
Q9Y6I7	WSB1
A5D8W1	CFAP69
A0A087WSZ9	TRAV30
Q96KC9	CABS1
Q9NWW0	HCFC1R1
Q12766	HMGXB3
Q9UPW6	SATB2
Q0VDD7	C19orf57
Q6UVY6	MOXD1
P53611	RABGGTB
Q9P273	TENM3
P18887	XRCC1
Q9ULU4	ZMYND8
Q9NQ92	COPRS
P02795	MT2A
Q6PII5	HAGHL
Q9UKF7	PITPNC1
O95985	TOP3B
P0C7V4	FAM90A15P
Q9UJJ7	RPUSD1
Q9H6R0	DHX33
A0A1B0GU29	SMIM28
Q10589	BST2
A0A0B4J244	TRAV3
Q15035	TRAM2
Q8WW33	GTSF1
O75110	ATP9A
Q14568	HSP90AA2P
Q9Y676	MRPS18B
Q86Y26	NUTM1
P49675	STAR
P01770	IGHV3-30
Q3LI83	KRTAP24-1
Q9NRX2	MRPL17
P30048	PRDX3
P26447	S100A4
O14603	PRY
O14603	PRY2
O14603	PRYP3
O14603	PRYP4
Q8TDW0	LRRC8C
Q15013	MAD2L1BP
Q8TAX0	OSR1
Q96F15	GIMAP5
Q9BXT8	RNF17
O00445	SYT5
P84077	ARF1
P15328	FOLR1
Q9H6S0	YTHDC2
Q9UBL6	CPNE7
Q9HD36	BCL2L10
Q99665	IL12RB2
A6NFY7	SDHAF1
P20396	TRH
P59542	TAS2R19
Q9HAT2	SIAE
P09629	HOXB7
Q96MU8	KREMEN1
Q9UPR5	SLC8A2
Q3KNS6	ZNF829
Q9Y6Q5	AP1M2
Q96IK1	BOD1
Q9H4Z2	ZNF335
P63096	GNAI1
P01859	IGHG2
Q9H4G4	GLIPR2
P20813	CYP2B6
P11686	SFTPC
Q8NGP3	OR5M9
Q9Y226	SLC22A13
Q9Y6I0	ERVK-6
Q8NHM5	KDM2B
Q14566	MCM6
P46527	CDKN1B
Q95604	HLA-C
Q8IUX7	AEBP1
Q0P670	SPEM2
P51970	NDUFA8
A0A0C4DH73	IGKV1-12
Q96MN5	TCEANC2
Q9H4H8	FAM83D
P13640	MT1G
Q13405	MRPL49
Q5TA50	CPTP
Q86UY8	NT5DC3
Q96A65	EXOC4
O14718	RRH
P0DMW5	SMIM10L2B
O60733	PLA2G6
Q15772	SPEG
Q96FF7	MISP3
Q8NHP6	MOSPD2
Q9BYP8	KRTAP17-1
Q6P1K2	PMF1
Q9ULM3	YEATS2
O00626	CCL22
Q5TZF3	ANKRD45
O75077	ADAM23
Q16518	RPE65
O00110	OVOL3
Q8TB40	ABHD4
A0A1B0GUS0	C19orf85
P09914	IFIT1
Q6N043	ZNF280D
Q6W4X9	MUC6
P41159	LEP
P18136	IGKV3-20
A8MXT2	MAGEB17
P07949	RET
Q99962	SH3GL2
Q9BT92	TCHP
Q99460	PSMD1
Q8IXQ8	PDZD9
P48775	TDO2
Q9Y241	HIGD1A
Q9Y5L2	HILPDA
Q9UK41	VPS28
Q8N6F1	CLDN19
O94876	TMCC1
P14207	FOLR2
P20036	HLA-DPA1
Q9P2F5	STOX2
P47871	GCGR
Q5CZC0	FSIP2
Q7L014	DDX46
P13612	ITGA4
Q9UHV7	MED13
Q96LB2	MRGPRX1
Q8IYP2	PRSS58
Q9Y3Z3	SAMHD1
Q9P0V9	SEPTIN10
Q8NER1	TRPV1
Q96NA8	TSNARE1
Q8WXA9	SREK1
O14525	ASTN1
O95813	CER1
A0PJW8	DAPL1
P01133	EGF
P29400	COL4A5
Q9UKV0	HDAC9
P81172	HAMP
P26038	MSN
Q9UPR3	SMG5
P0DP08	IGHV4-38-2
Q9NXV2	KCTD5
Q9HB20	PLEKHA3
Q15800	MSMO1
Q5XUX0	FBXO31
O00631	SLN
Q96C10	DHX58
Q7Z4Q2	HEATR3
Q96G30	MRAP2
P13693	TPT1
P59510	ADAMTS20
Q9UN79	SOX13
A0A0B4J268	TRAV4
P02812	PRB2
Q8NBQ7	AQP11
P53779	MAPK10
Q9BPU9	B9D2
P54819	AK2
Q5VXD3	SAMD13
Q0GE19	SLC10A7
Q96MF2	STAC3
P12272	PTHLH
P15814	IGLL1
A0A075B6K4	IGLV3-10
Q6UXR6	UNQ6494/PRO21346
P17038	ZNF43
P49720	PSMB3
Q8IXH7	NELFCD
Q9Y547	HSPB11
Q9NW38	FANCL
O43194	GPR39
Q8NET5	NFAM1
O60256	PRPSAP2
Q96HF1	SFRP2
P59768	GNG2
O95835	LATS1
Q8N2U9	SLC66A2
Q9UIE0	ZNF230
Q10472	GALNT1
Q96QC0	PPP1R10
Q14683	SMC1A
Q14697	GANAB
Q9H869	YY1AP1
Q8NHB8	OR5K2
P40617	ARL4A
Q9BXU2	TEX13B
P60412	KRTAP10-11
Q9UK12	ZNF222
Q5TD97	FHL5
Q14966	ZNF638
Q8IZA0	KIAA0319L
Q9Y4W2	LAS1L
Q8NH67	OR52I2
P52569	SLC7A2
Q9BYN7	ZNF341
Q9NPC6	MYOZ2
P0C7Q5	SLC35G4
Q9NWU2	GID8
Q8WVB3	HEXD
Q6ZNG2	DBX2
Q16659	MAPK6
P10266	ERVK-10
Q86TS9	MRPL52
Q8TDM0	BCAS4
A8MWA6	FAM90A22P
Q9H0K4	RSPH6A
Q8NHP7	EXD1
P28069	POU1F1
A8MVS1	ZNF705F
A6NFT4	CFAP73
P02008	HBZ
P35410	MAS1L
Q5VTL7	FNDC7
Q9UJG1	MOSPD1
Q0VDE8	ADIG
P0DJJ0	SRGAP2C
P55854	SUMO3
Q6NUR6	RNF216P1
P09661	SNRPA1
Q8WUZ0	BCL7C
O75312	ZPR1
P62834	RAP1A
P13521	SCG2
Q86XN8	MEX3D
P02686	MBP
Q5F1R6	DNAJC21
Q8N8I0	SAMD12
Q9Y493	ZAN
Q06889	EGR3
Q9UKY4	POMT2
Q9P2K8	EIF2AK4
Q8TE54	SLC26A7
Q96EF6	FBXO17
O95298	NDUFC2
Q9NQ84	GPRC5C
Q9NRG0	CHRAC1
Q14573	ITPR3
O00155	GPR25
P78559	MAP1A
Q5TIA1	MEI1
Q9H2F5	EPC1
Q14032	BAAT
Q49MI3	CERKL
P49901	SMCP
Q6ICG8	WBP2NL
Q9HCB6	SPON1
Q53EZ4	CEP55
P0C843	LINC00032
P52565	ARHGDIA
P11230	CHRNB1
A6NI28	ARHGAP42
P68431	H3C1
P68431	H3C10
P68431	H3C11
P68431	H3C12
P68431	H3C2
P68431	H3C3
P68431	H3C4
P68431	H3C6
P68431	H3C7
P68431	H3C8
P55073	DIO3
Q15319	POU4F3
O43236	SEPTIN4
Q8NAG6	ANKLE1
A6NKD2	TSPY2
Q8N5L8	RPP25L
Q6ZN57	ZFP2
P17936	IGFBP3
Q9HBL6	LRTM1
P10082	PYY
Q9NX57	RAB20
Q6UWH6	TEX261
A8K554	ZNF815P
P40429	RPL13A
Q8IV61	RASGRP3
Q9ULE6	PALD1
Q8NI77	KIF18A
P0DI83	RAB34
Q16850	CYP51A1
Q13415	ORC1
A3KN83	SBNO1
P18074	ERCC2
Q86UE6	LRRTM1
Q7Z7B1	PIGW
O14924	RGS12
O95154	AKR7A3
A6QL64	ANKRD36
P55265	ADAR
Q7L4P6	BEND5
P10075	GLI4
P35227	PCGF2
O14544	SOCS6
P20963	CD247
Q5TA79	LCE2A
Q8N660	NBPF15
P21817	RYR1
Q9NRH2	SNRK
Q96J77	TPD52L3
O43768	ENSA
Q13489	BIRC3
P01189	POMC
Q96B70	LENG9
Q14558	PRPSAP1
Q8N6V9	TEX9
Q6ZV77	C9orf139
Q99814	EPAS1
B1ANH7	IBA57-DT
Q9Y672	ALG6
P32929	CTH
O43451	MGAM
Q9H987	SYNPO2L
Q8IY22	CMIP
Q99808	SLC29A1
Q5T0T0	MARCHF8
Q8WU68	U2AF1L4
O96019	ACTL6A
P23921	RRM1
A0A577	TRBV4-1
Q96P20	NLRP3
O43491	EPB41L2
Q6ZQX7	LIAT1
Q9Y388	RBMX2
P31949	S100A11
Q15573	TAF1A
P54725	RAD23A
Q86Y38	XYLT1
P01236	PRL
O95256	IL18RAP
Q9Y314	NOSIP
Q99988	GDF15
Q13795	ARFRP1
Q6IE36	OVOS2
Q8WV92	MITD1
Q9Y5B9	SUPT16H
P42575	CASP2
O43439	CBFA2T2
Q9NY35	CLDND1
P58166	INHBE
A6NJ78	METTL15
Q9BXJ9	NAA15
Q9UGJ0	PRKAG2
Q6ZRR9	DCDC1
O60237	PPP1R12B
P05556	ITGB1
P50406	HTR6
Q96PM5	RCHY1
A8MXU0	DEFB108A
A8MXU0	DEFB108C
Q8IYT3	CCDC170
Q15517	CDSN
Q9P0T7	TMEM9
P10124	SRGN
Q9HCI5	MAGEE1
Q8NGJ8	OR51S1
Q9HCD6	TANC2
A4D250	BLACE
P11597	CETP
O14925	TIMM23
O60481	ZIC3
P57103	SLC8A3
P48634	PRRC2A
Q96GM8	TOE1
Q9Y284	WDR83OS
Q86SH4	PRNT
Q9NR97	TLR8
B1ANS9	WDR64
Q96EH8	NEURL3
Q5VVY1	METTL11B
Q9UK73	FEM1B
Q9H0E9	BRD8
A8MW99	MEI4
Q96MC6	MFSD14A
Q86VR2	RETREG3
Q9NVQ4	FAIM
O60239	SH3BP5
P09131	SLC10A3
P49459	UBE2A
Q9H4W6	EBF3
P61073	CXCR4
P48735	IDH2
Q6Y2X3	DNAJC14
Q15629	TRAM1
O60499	STX10
B1AMM8	LINC00587
P0CL82	GAGE12I
P00367	GLUD1
O95271	TNKS
Q8N9M1	C19orf47
Q9H3W5	LRRN3
Q6XR72	SLC30A10
Q8N4V2	SVOP
Q16674	MIA
O60609	GFRA3
Q6ZT07	TBC1D9
P0DP72	VSIG10L2
Q8WTR2	DUSP19
O43173	ST8SIA3
Q13794	PMAIP1
Q9ULB5	CDH7
P29320	EPHA3
A0A075B6J6	IGLV3-22
P16519	PCSK2
A6NFN3	RBFOX3
Q9UHD9	UBQLN2
P42858	HTT
P16591	FER
P0DJD1	RGPD2
Q8N9F0	NAT8L
O15130	NPFF
Q8IXQ5	KLHL7
Q9HB90	RRAGC
O95389	CCN6
Q8NGY7	OR10J6P
P07360	C8G
Q9Y2Y4	ZBTB32
P0CJ72	MTRNR2L5
Q9P215	POGK
P10073	ZSCAN22
A5YKK6	CNOT1
Q9UKI3	VPREB3
Q86XI8	ZSWIM9
P43378	PTPN9
P52566	ARHGDIB
A6NGE4	DCAF8L1
O95990	FAM107A
P49862	KLK7
O43813	LANCL1
P06858	LPL
Q99836	MYD88
P51575	P2RX1
Q5BKZ1	ZNF326
Q8TAF7	ZNF461
H3BNL8	ARMH2
Q6UXB2	CXCL17
Q14213	EBI3
A6NGU5	GGT3P
P62140	PPP1CB
O00231	PSMD11
Q30KQ5	DEFB115
A6NHC0	CAPN8
Q05193	DNM1
P04792	HSPB1
O95988	TCL1B
Q8NBJ5	COLGALT1
A0A1B0GUQ0	FAM236A
P49019	HCAR3
Q9HAB3	SLC52A2
Q9HCE5	METTL14
Q9BYE9	CDHR2
P26998	CRYBB3
Q3YBM2	TMEM176B
Q6UXZ0	TMIGD1
Q8WUI4	HDAC7
P04217	A1BG
Q8NGL6	OR4A15
Q9BRL6	SRSF8
Q9NX04	C1orf109
Q16775	HAGH
P0C6S8	LINGO3
Q5T215	TRAPPC3L
O15146	MUSK
P28325	CST5
A6NGB0	TMEM191C
Q86SK9	SCD5
P17026	ZNF22
Q5RGS2	SPATA31A1
P78364	PHC1
Q5JR98	TCTEX1D4
Q9C075	KRT23
A0A0B4J2D5	GATD3B
Q6UWN5	LYPD5
Q86UB2	BIVM
Q9ULR5	PAIP2B
Q08257	CRYZ
Q5VTH9	WDR78
Q96LY2	CCDC74B
P09958	FURIN
Q96KG7	MEGF10
O60218	AKR1B10
Q2M3W8	ZNF181
Q96EX1	SMIM12
Q9BQM9	C20orf144
Q9HBU6	ETNK1
Q6P280	ZNF529
O60487	MPZL2
Q9HAU0	PLEKHA5
P10768	ESD
Q5S007	LRRK2
P19801	AOC1
Q9ULZ3	PYCARD
Q14166	TTLL12
Q719H9	KCTD1
Q6PDA7	SPAG11A
A6NH52	TVP23A
Q4VNC0	ATP13A5
Q8TEF2	C10orf105
Q14204	DYNC1H1
O00459	PIK3R2
Q86WR7	PROSER2
O14896	IRF6
Q86UW2	SLC51B
Q969T7	NT5C3B
Q13315	ATM
P0C864	DANCR
Q8N9S9	SNX31
Q9NQ55	PPAN
Q9H0R6	QRSL1
Q8TBZ5	ZNF502
Q14738	PPP2R5D
P09603	CSF1
Q9BSW7	SYT17
Q8TAB5	C1orf216
Q6ZN32	ETV3L
P12109	COL6A1
Q96AK3	APOBEC3D
P0DME0	SETSIP
Q5VT79	ANXA8L1
P78347	GTF2I
Q52LA3	LIN52
Q9UJX0	OSGIN1
Q9P298	HIGD1B
Q9GZR7	DDX24
Q9NVV5	AIG1
O75019	LILRA1
Q8IXN7	RIMKLA
P10915	HAPLN1
P03928	MT-ATP8
P05089	ARG1
A4D0Y5	C7orf77
Q9BY21	GPR87
Q9ULM0	PLEKHH1
Q9NQZ7	ENTPD7
P18846	ATF1
Q53S99	C2orf83
Q96GP6	SCARF2
Q6P1K1	SLC48A1
Q9H501	ESF1
Q6UXK2	ISLR2
P20226	TBP
Q86TB3	ALPK2
Q6ZSG2	INSYN2A
P10720	PF4V1
Q9Y6P5	SESN1
Q9UBM7	DHCR7
Q8NI22	MCFD2
P30101	PDIA3
A6NKC0	FAM90A7P
M0QZC1	RNF225
P16410	CTLA4
Q6UWE3	CLPSL2
Q9ULI3	HEG1
Q9ULH7	MRTFB
Q07011	TNFRSF9
Q53S58	TMEM177
Q15102	PAFAH1B3
Q6NXE6	ARMC6
O76039	CDKL5
Q6PKX4	DOK6
Q8IW41	MAPKAPK5
P40818	USP8
Q8TD57	DNAH3
A0A0C4DH32	IGHV3-20
Q06830	PRDX1
Q5H8C1	FREM1
Q5VU65	NUP210L
Q9Y546	LRRC42
Q8NGA8	OR4F17
Q8N6G5	CSGALNACT2
Q96FX7	TRMT61A
Q9H7M6	ZSWIM4
Q8WYN3	CSRNP3
P48230	TM4SF4
Q9BQW3	EBF4
Q63ZY6	NSUN5P2
P06312	IGKV4-1
Q6ZVD8	PHLPP2
O15391	YY2
Q3SY89	ELOA3B
P51148	RAB5C
Q6ZWK4	RHEX
Q9HAU4	SMURF2
O95810	CAVIN2
Q96EB6	SIRT1
Q9H902	REEP1
Q9Y5I7	CLDN16
O14569	CYB561D2
P01602	IGKV1-5
Q5VWG9	TAF3
Q7Z3B1	NEGR1
Q86Y79	PTRH1
Q6ZRI0	OTOG
P22304	IDS
Q8NEP7	KLHDC9
Q9UGI0	ZRANB1
P36888	FLT3
P54132	BLM
Q96HH9	GRAMD2B
Q9UI08	EVL
Q71H61	ILDR2
O94898	LRIG2
Q92879	CELF1
Q14185	DOCK1
Q96JJ6	JPH4
P42857	NSG1
Q9Y261	FOXA2
O95428	PAPLN
P0CW18	PRSS56
O75386	TULP3
Q96BT7	ALKBH8
Q9BU23	LMF2
P61647	ST8SIA6
A0A0B4J240	TRAV10
P58658	EVA1C
P27707	DCK
P09923	ALPI
O94989	ARHGEF15
Q6NSJ5	LRRC8E
Q9P0M9	MRPL27
P07225	PROS1
Q2WGJ9	FER1L6
P03956	MMP1
P42695	NCAPD3
Q92781	RDH5
Q969S6	TMEM203
Q9UP83	COG5
Q9H9J4	USP42
Q15012	LAPTM4A
O95180	CACNA1H
O60524	NEMF
Q8NDX2	SLC17A8
P14621	ACYP2
Q8TBH0	ARRDC2
Q9NZL3	ZNF224
Q8IYD1	GSPT2
Q86SR1	GALNT10
Q9UBC7	GALP
Q14244	MAP7
P78527	PRKDC
Q6ICB0	DESI1
Q96L34	MARK4
Q9H4K7	MTG2
Q6S545	POTEH
Q9H1Z8	ECRG4
O95294	RASAL1
Q6Y7W6	GIGYF2
Q9H4T2	ZSCAN16
Q12891	HYAL2
Q9HBF4	ZFYVE1
